[ROOT-INFO]: 2019-07-15 19:20:21,360: Testing Notes: Objective Distancing - Sentiment Sentence Level - rawScore * subjectivityOnly
[ROOT-INFO]: 2019-07-15 19:20:21,360: Objective Analysis Initialized
[REAPPRAISAL-INFO]: 2019-07-15 19:20:45,496: spaCy Library Loaded
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:45,496: Model Initialized
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:48,836: Old Score: 3.6875, New Score: 3.6875
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:48,854: Old Score: 3.9574468085106393, New Score: 1.9787234042553197
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:48,869: Old Score: 5.041666666666667, New Score: 0.05041666666666667
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:48,886: Old Score: 3.404255319148936, New Score: 0.03404255319148936
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:48,908: Old Score: 3.875, New Score: 1.55
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:48,925: Old Score: 4.297872340425532, New Score: 0.04297872340425532
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:48,959: Old Score: 4.270833333333333, New Score: 0.042708333333333334
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:48,975: Old Score: 3.4680851063829787, New Score: 0.03468085106382979
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:48,993: Old Score: 3.0, New Score: 0.03
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,009: Old Score: 3.8936170212765964, New Score: 1.395212765957447
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,042: Old Score: 5.574468085106383, New Score: 0.05574468085106383
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,059: Old Score: 4.729166666666667, New Score: 2.3645833333333335
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,075: Old Score: 4.25531914893617, New Score: 2.978723404255319
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,092: Old Score: 4.25531914893617, New Score: 1.702127659574468
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,107: Old Score: 3.8541666666666665, New Score: 2.6979166666666665
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,118: Old Score: 3.0851063829787235, New Score: 0.030851063829787237
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,133: Old Score: 5.595744680851063, New Score: 0.055957446808510634
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,150: Old Score: 4.375, New Score: 4.375
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,166: Old Score: 5.170212765957447, New Score: 0.05170212765957447
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,183: Old Score: 4.872340425531915, New Score: 1.8947990543735223
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,217: Old Score: 5.723404255319148, New Score: 0.057234042553191485
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,232: Old Score: 3.5217391304347827, New Score: 1.872391304347826
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,265: Old Score: 4.553191489361702, New Score: 0.04553191489361702
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,289: Old Score: 4.382978723404255, New Score: 2.1914893617021276
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,305: Old Score: 4.6382978723404245, New Score: 2.7657998423955865
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,323: Old Score: 4.8510638297872335, New Score: 2.4255319148936167
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,356: Old Score: 5.872340425531916, New Score: 0.05872340425531916
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,376: Old Score: 4.8085106382978715, New Score: 0.048085106382978714
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,398: Old Score: 3.804347826086957, New Score: 0.03804347826086957
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,415: Old Score: 4.340425531914893, New Score: 0.04340425531914893
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,431: Old Score: 3.5217391304347827, New Score: 2.4652173913043476
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,448: Old Score: 3.8695652173913038, New Score: 0.7739130434782608
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,464: Old Score: 4.276595744680851, New Score: 0.04276595744680851
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,481: Old Score: 4.304347826086956, New Score: 0.8608695652173912
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,482: Old Score: 3.8541666666666665, New Score: 2.6979166666666665
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,497: Old Score: 5.304347826086956, New Score: 0.05304347826086956
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,513: Old Score: 4.717391304347826, New Score: 2.830434782608696
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,514: Old Score: 4.021739130434782, New Score: 0.04021739130434782
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,530: Old Score: 5.195652173913044, New Score: 0.05195652173913044
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,546: Old Score: 4.6875, New Score: 0.046875
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,547: Old Score: 5.5, New Score: 0.55
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,563: Old Score: 2.5744680851063833, New Score: 0.919452887537994
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,581: Old Score: 4.708333333333333, New Score: 4.2375
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,596: Old Score: 4.872340425531915, New Score: 2.7841945288753798
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,596: Old Score: 4.3125, New Score: 1.940625
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,622: Old Score: 3.851063829787234, New Score: 1.15531914893617
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,640: Old Score: 3.8541666666666665, New Score: 1.2296626984126984
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,650: Old Score: 3.7083333333333335, New Score: 0.037083333333333336
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,668: Old Score: 3.914893617021277, New Score: 1.565957446808511
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,684: Old Score: 4.125, New Score: 1.6500000000000001
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,717: Old Score: 3.8125, New Score: 2.6687499999999997
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,735: Old Score: 3.3260869565217392, New Score: 1.6630434782608696
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,770: Old Score: 4.0, New Score: 1.4
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,786: Old Score: 3.6808510638297873, New Score: 1.257624113475177
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,804: Old Score: 3.7291666666666665, New Score: 0.9322916666666666
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,820: Old Score: 4.48936170212766, New Score: 0.044893617021276595
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,838: Old Score: 4.25531914893617, New Score: 1.9148936170212767
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,853: Old Score: 3.5744680851063837, New Score: 0.03574468085106384
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,870: Old Score: 4.148936170212766, New Score: 2.074468085106383
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,870: Old Score: 4.833333333333333, New Score: 0.04833333333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,902: Old Score: 4.173913043478262, New Score: 1.3913043478260871
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,904: Old Score: 3.234042553191489, New Score: 1.9404255319148933
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,922: Old Score: 5.145833333333333, New Score: 0.05145833333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,923: Old Score: 4.152173913043479, New Score: 2.131449275362319
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,940: Old Score: 3.3617021276595747, New Score: 1.34468085106383
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,956: Old Score: 4.520833333333333, New Score: 2.4218749999999996
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,956: Old Score: 4.25, New Score: 2.833333333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,976: Old Score: 4.458333333333333, New Score: 0.04458333333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,992: Old Score: 4.680851063829787, New Score: 2.127659574468085
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:49,992: Old Score: 5.1063829787234045, New Score: 0.05106382978723405
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,009: Old Score: 3.6875, New Score: 1.4749999999999999
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,009: Old Score: 4.659574468085107, New Score: 0.04659574468085107
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,024: Old Score: 4.0625, New Score: 1.1736111111111112
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,042: Old Score: 5.0, New Score: 0.05
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,042: Old Score: 3.7083333333333335, New Score: 0.4635416666666667
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,058: Old Score: 4.3617021276595755, New Score: 2.1808510638297878
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,076: Old Score: 2.6956521739130435, New Score: 0.026956521739130435
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,091: Old Score: 4.208333333333333, New Score: 1.0520833333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,117: Old Score: 4.673913043478262, New Score: 0.046739130434782616
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,132: Old Score: 3.9565217391304346, New Score: 0.03956521739130435
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,150: Old Score: 6.042553191489363, New Score: 0.06042553191489363
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,165: Old Score: 5.510638297872339, New Score: 0.055106382978723396
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,199: Old Score: 3.934782608695652, New Score: 1.1367149758454107
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,217: Old Score: 5.541666666666668, New Score: 0.05541666666666668
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,233: Old Score: 3.404255319148936, New Score: 1.3617021276595747
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,233: Old Score: 5.276595744680852, New Score: 2.902127659574468
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,250: Old Score: 4.979166666666667, New Score: 0.04979166666666667
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,266: Old Score: 3.333333333333333, New Score: 0.03333333333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,270: Old Score: 5.808510638297872, New Score: 0.05808510638297872
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,286: Old Score: 5.521739130434782, New Score: 1.8405797101449273
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,286: Old Score: 3.0851063829787235, New Score: 2.3138297872340425
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,302: Old Score: 3.8125, New Score: 1.7950520833333332
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,320: Old Score: 3.9787234042553186, New Score: 1.6578014184397158
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,336: Old Score: 4.74468085106383, New Score: 2.1351063829787233
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,351: Old Score: 3.9375, New Score: 0.039375
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,352: Old Score: 3.5531914893617023, New Score: 3.1090425531914896
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,368: Old Score: 3.9565217391304346, New Score: 0.03956521739130435
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,385: Old Score: 4.1914893617021285, New Score: 1.6533096926713953
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,404: Old Score: 3.8541666666666665, New Score: 1.734375
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,427: Old Score: 5.130434782608695, New Score: 0.5130434782608696
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,433: Old Score: 4.375, New Score: 0.043750000000000004
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,433: Old Score: 5.208333333333333, New Score: 0.05208333333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,466: Old Score: 3.8222222222222224, New Score: 1.7837037037037038
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,466: Old Score: 4.617021276595745, New Score: 0.046170212765957445
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,483: Old Score: 4.2340425531914905, New Score: 3.763593380614658
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,483: Old Score: 4.979166666666667, New Score: 0.04979166666666667
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,499: Old Score: 5.125, New Score: 0.051250000000000004
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,517: Old Score: 4.6875, New Score: 2.578125
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,517: Old Score: 5.458333333333332, New Score: 0.054583333333333324
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,532: Old Score: 3.5744680851063837, New Score: 1.7872340425531918
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,550: Old Score: 5.1489361702127665, New Score: 2.5744680851063833
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,550: Old Score: 3.6458333333333335, New Score: 2.0052083333333335
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,566: Old Score: 3.5, New Score: 0.035
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,584: Old Score: 4.553191489361702, New Score: 0.04553191489361702
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,584: Old Score: 4.276595744680851, New Score: 0.04276595744680851
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,609: Old Score: 4.51063829787234, New Score: 0.0451063829787234
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,626: Old Score: 5.354166666666667, New Score: 0.5354166666666668
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,632: Old Score: 3.723404255319149, New Score: 1.5824468085106385
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,650: Old Score: 4.319148936170213, New Score: 1.2093617021276595
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,683: Old Score: 4.276595744680851, New Score: 2.5026004728132385
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,699: Old Score: 3.9130434782608696, New Score: 2.038043478260869
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,733: Old Score: 4.239130434782608, New Score: 0.042391304347826085
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,752: Old Score: 3.6875, New Score: 1.84375
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,785: Old Score: 4.042553191489361, New Score: 2.0212765957446805
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,800: Old Score: 4.1063829787234045, New Score: 0.041063829787234045
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,818: Old Score: 3.723404255319149, New Score: 0.18617021276595747
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,852: Old Score: 2.9375, New Score: 1.0802889384920635
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,852: Old Score: 3.851063829787234, New Score: 3.851063829787234
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,868: Old Score: 4.466666666666667, New Score: 1.4516666666666667
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,885: Old Score: 3.9130434782608696, New Score: 3.5217391304347827
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,901: Old Score: 5.791666666666668, New Score: 0.05791666666666668
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,917: Old Score: 3.7916666666666665, New Score: 0.03791666666666667
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,918: Old Score: 6.791666666666668, New Score: 5.093750000000001
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,938: Old Score: 3.638297872340425, New Score: 1.9404255319148933
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,938: Old Score: 3.7916666666666665, New Score: 3.4125
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,956: Old Score: 4.404255319148937, New Score: 2.642553191489362
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:50,989: Old Score: 4.042553191489361, New Score: 0.04042553191489361
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,005: Old Score: 4.543478260869565, New Score: 2.680652173913044
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,022: Old Score: 4.787234042553191, New Score: 0.04787234042553191
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,070: Old Score: 4.042553191489361, New Score: 1.953900709219858
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,087: Old Score: 4.717391304347826, New Score: 1.651086956521739
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,114: Old Score: 4.083333333333333, New Score: 0.04083333333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,120: Old Score: 4.914893617021278, New Score: 0.04914893617021278
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,135: Old Score: 4.531914893617022, New Score: 4.07872340425532
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,135: Old Score: 2.5531914893617023, New Score: 0.025531914893617023
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,152: Old Score: 4.416666666666667, New Score: 0.044166666666666674
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,167: Old Score: 4.239130434782608, New Score: 1.2717391304347825
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,185: Old Score: 3.3191489361702127, New Score: 0.16595744680851066
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,185: Old Score: 3.6808510638297873, New Score: 0.036808510638297876
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,201: Old Score: 3.7708333333333335, New Score: 0.03770833333333334
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,218: Old Score: 4.760869565217392, New Score: 1.692753623188406
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,233: Old Score: 5.1489361702127665, New Score: 0.051489361702127666
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,250: Old Score: 3.4166666666666665, New Score: 0.6833333333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,250: Old Score: 5.0638297872340425, New Score: 0.05063829787234043
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,270: Old Score: 4.086956521739131, New Score: 2.2478260869565223
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,287: Old Score: 4.553191489361702, New Score: 0.04553191489361702
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,287: Old Score: 4.326086956521738, New Score: 3.0282608695652167
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,303: Old Score: 3.395833333333333, New Score: 1.1036458333333332
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,320: Old Score: 4.208333333333333, New Score: 0.042083333333333334
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,320: Old Score: 3.8958333333333335, New Score: 3.8958333333333335
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,336: Old Score: 3.652173913043478, New Score: 2.9217391304347826
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,353: Old Score: 5.723404255319148, New Score: 0.057234042553191485
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,353: Old Score: 3.75, New Score: 1.25
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,369: Old Score: 4.382978723404255, New Score: 0.04382978723404255
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,386: Old Score: 5.553191489361702, New Score: 2.221276595744681
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,386: Old Score: 5.875, New Score: 0.058750000000000004
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,401: Old Score: 5.404255319148937, New Score: 0.054042553191489366
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,401: Old Score: 5.893617021276596, New Score: 0.05893617021276597
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,419: Old Score: 5.3617021276595755, New Score: 0.053617021276595754
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,419: Old Score: 4.104166666666667, New Score: 0.04104166666666667
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,441: Old Score: 4.6382978723404245, New Score: 1.5460992907801414
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,454: Old Score: 5.416666666666668, New Score: 0.05416666666666668
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,460: Old Score: 5.617021276595745, New Score: 1.872340425531915
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,475: Old Score: 3.8125, New Score: 1.715625
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,492: Old Score: 3.851063829787234, New Score: 2.1180851063829786
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,493: Old Score: 5.0, New Score: 0.05
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,509: Old Score: 5.9361702127659575, New Score: 0.05936170212765957
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,525: Old Score: 4.787234042553191, New Score: 0.04787234042553191
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,526: Old Score: 3.6875, New Score: 2.2125
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,542: Old Score: 4.148936170212766, New Score: 0.04148936170212766
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,557: Old Score: 3.638297872340425, New Score: 2.182978723404255
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,560: Old Score: 4.354166666666667, New Score: 2.6902529761904765
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,575: Old Score: 3.9574468085106393, New Score: 0.039574468085106396
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,575: Old Score: 4.9361702127659575, New Score: 0.04936170212765958
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,593: Old Score: 4.553191489361702, New Score: 0.04553191489361702
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,609: Old Score: 4.021739130434782, New Score: 2.010869565217391
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,621: Old Score: 4.8510638297872335, New Score: 1.2127659574468084
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,630: Old Score: 4.833333333333333, New Score: 2.9000000000000004
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,630: Old Score: 3.276595744680851, New Score: 2.948936170212766
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,648: Old Score: 3.7291666666666665, New Score: 1.8645833333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,664: Old Score: 5.0, New Score: 2.0
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,681: Old Score: 4.170212765957447, New Score: 0.04170212765957447
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,682: Old Score: 4.955555555555557, New Score: 0.04955555555555557
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,697: Old Score: 4.25531914893617, New Score: 2.6595744680851063
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,715: Old Score: 3.6808510638297873, New Score: 2.3209810874704497
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,731: Old Score: 5.787234042553193, New Score: 0.05787234042553193
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,740: Old Score: 3.583333333333333, New Score: 3.583333333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,758: Old Score: 4.869565217391305, New Score: 0.04869565217391305
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,805: Old Score: 3.9787234042553186, New Score: 2.751950354609929
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,821: Old Score: 4.446808510638298, New Score: 0.044468085106382976
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,839: Old Score: 4.666666666666667, New Score: 0.04666666666666667
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,855: Old Score: 3.8958333333333335, New Score: 1.1130952380952381
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,872: Old Score: 4.0638297872340425, New Score: 0.040638297872340426
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,872: Old Score: 4.520833333333333, New Score: 0.04520833333333333
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,888: Old Score: 3.9787234042553186, New Score: 2.785106382978723
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,905: Old Score: 4.297872340425532, New Score: 0.04297872340425532
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,906: Old Score: 3.8695652173913038, New Score: 0.03869565217391304
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,921: Old Score: 4.1914893617021285, New Score: 0.04191489361702128
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,929: Old Score: 3.7083333333333335, New Score: 0.037083333333333336
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,942: Old Score: 5.7659574468085095, New Score: 0.5552403467297085
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:51,958: Old Score: 3.520833333333333, New Score: 3.1296296296296293
